TestsAffected, AS, LocationCode, Start, End, URL
145, AS36963, afbw, 2014-08-01, 2019-04-01, https://viz.measurementlab.net/location/afbw?aggr=month&isps=AS36963&start=2013-08-01&end=2019-04-01
145, AS38949, eu, 2017-06-01, 2018-12-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS38949&start=2016-06-01&end=2018-12-01
145, AS52157, eu, 2016-03-01, 2019-02-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS52157&start=2015-03-01&end=2019-02-01
145, AS56064, asin, 2013-06-01, 2016-12-01, https://viz.measurementlab.net/location/asin?aggr=month&isps=AS56064&start=2012-06-01&end=2016-12-01
145, AS56526, euua, 2017-04-01, 2019-03-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS56526&start=2016-04-01&end=2019-03-01
145, AS58256, asir15ahwaz, 2014-01-01, 2016-08-01, https://viz.measurementlab.net/location/asir15ahwaz?aggr=month&isps=AS58256&start=2013-01-01&end=2016-08-01
145, AS6389, nausflgeneva, 2015-10-01, 2018-09-01, https://viz.measurementlab.net/location/nausflgeneva?aggr=month&isps=AS6389&start=2014-10-01&end=2018-09-01
145, AS7352, nausazkingman, 2012-11-01, 2015-02-01, https://viz.measurementlab.net/location/nausazkingman?aggr=month&isps=AS7352&start=2011-11-01&end=2015-02-01
145, AS7385, nausnvreno, 2015-02-01, 2018-02-01, https://viz.measurementlab.net/location/nausnvreno?aggr=month&isps=AS7385&start=2014-02-01&end=2018-02-01
145, AS8343, euua, 2016-06-01, 2018-01-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS8343&start=2015-06-01&end=2018-01-01
145, AS8685, eutr, 2012-09-01, 2016-10-01, https://viz.measurementlab.net/location/eutr?aggr=month&isps=AS8685&start=2011-09-01&end=2016-10-01
146, AS10796x, nausid, 2012-01-01, 2014-01-01, https://viz.measurementlab.net/location/nausid?aggr=month&isps=AS10796x&start=2011-01-01&end=2014-01-01
146, AS10796x, naustxuniversalcity, 2011-10-01, 2015-11-01, https://viz.measurementlab.net/location/naustxuniversalcity?aggr=month&isps=AS10796x&start=2010-10-01&end=2015-11-01
146, AS11487, nausny, 2016-12-01, 2019-01-01, https://viz.measurementlab.net/location/nausny?aggr=month&isps=AS11487&start=2015-12-01&end=2019-01-01
146, AS12978, eutr54, 2013-09-01, 2015-12-01, https://viz.measurementlab.net/location/eutr54?aggr=month&isps=AS12978&start=2012-09-01&end=2015-12-01
146, AS13208, euje, 2013-09-01, 2017-08-01, https://viz.measurementlab.net/location/euje?aggr=month&isps=AS13208&start=2012-09-01&end=2017-08-01
146, AS13367x, nausorsweethome, 2012-07-01, 2017-02-01, https://viz.measurementlab.net/location/nausorsweethome?aggr=month&isps=AS13367x&start=2011-07-01&end=2017-02-01
146, AS13367x, naustnhixson, 2015-02-01, 2017-01-01, https://viz.measurementlab.net/location/naustnhixson?aggr=month&isps=AS13367x&start=2014-02-01&end=2017-01-01
146, AS1742, nausmacambridge, 2013-09-01, 2016-02-01, https://viz.measurementlab.net/location/nausmacambridge?aggr=month&isps=AS1742&start=2012-09-01&end=2016-02-01
146, AS18990, nausmd, 2012-01-01, 2015-09-01, https://viz.measurementlab.net/location/nausmd?aggr=month&isps=AS18990&start=2011-01-01&end=2015-09-01
146, AS197643, eu, 2016-09-01, 2019-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS197643&start=2015-09-01&end=2019-04-01
146, AS20115, nauscaarcadia, 2016-02-01, 2019-03-01, https://viz.measurementlab.net/location/nauscaarcadia?aggr=month&isps=AS20115&start=2015-02-01&end=2019-03-01
146, AS20115, nausmibellaire, 2016-09-01, 2019-04-01, https://viz.measurementlab.net/location/nausmibellaire?aggr=month&isps=AS20115&start=2015-09-01&end=2019-04-01
146, AS21782, nausnmtucumcari, 2017-08-01, 2019-03-01, https://viz.measurementlab.net/location/nausnmtucumcari?aggr=month&isps=AS21782&start=2016-08-01&end=2019-03-01
146, AS22363, eube, 2016-01-01, 2018-03-01, https://viz.measurementlab.net/location/eube?aggr=month&isps=AS22363&start=2015-01-01&end=2018-03-01
146, AS23307, nacansdartmouth, 2013-11-01, 2019-04-01, https://viz.measurementlab.net/location/nacansdartmouth?aggr=month&isps=AS23307&start=2012-11-01&end=2019-04-01
146, AS262664, sa, 2013-07-01, 2015-08-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS262664&start=2012-07-01&end=2015-08-01
146, AS262798, sabr, 2013-05-01, 2018-05-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS262798&start=2012-05-01&end=2018-05-01
146, AS27781, na, 2013-11-01, 2016-04-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS27781&start=2012-11-01&end=2016-04-01
146, AS28066, saar, 2014-06-01, 2016-11-01, https://viz.measurementlab.net/location/saar?aggr=month&isps=AS28066&start=2013-06-01&end=2016-11-01
146, AS2904, namx, 2011-10-01, 2018-01-01, https://viz.measurementlab.net/location/namx?aggr=month&isps=AS2904&start=2010-10-01&end=2018-01-01
146, AS30681, naus, 2014-05-01, 2019-03-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS30681&start=2013-05-01&end=2019-03-01
146, AS32709, nausin, 2013-09-01, 2016-05-01, https://viz.measurementlab.net/location/nausin?aggr=month&isps=AS32709&start=2012-09-01&end=2016-05-01
146, AS33007, na, 2013-04-01, 2015-12-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS33007&start=2012-04-01&end=2015-12-01
146, AS35680, eu, 2017-01-01, 2019-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS35680&start=2016-01-01&end=2019-04-01
146, AS37012, af, 2016-05-01, 2018-12-01, https://viz.measurementlab.net/location/af?aggr=month&isps=AS37012&start=2015-05-01&end=2018-12-01
146, AS40245, na, 2012-02-01, 2017-10-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS40245&start=2011-02-01&end=2017-10-01
146, AS53667, nausnvlasvegas, 2017-11-01, 2019-04-01, https://viz.measurementlab.net/location/nausnvlasvegas?aggr=month&isps=AS53667&start=2016-11-01&end=2019-04-01
146, AS58256, as, 2013-02-01, 2016-05-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS58256&start=2012-02-01&end=2016-05-01
146, AS58601, as, 2016-08-01, 2019-04-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS58601&start=2015-08-01&end=2019-04-01
146, AS6360, naushi, 2011-12-01, 2013-11-01, https://viz.measurementlab.net/location/naushi?aggr=month&isps=AS6360&start=2010-12-01&end=2013-11-01
146, AS6389, nausfldelraybeach, 2013-01-01, 2018-04-01, https://viz.measurementlab.net/location/nausfldelraybeach?aggr=month&isps=AS6389&start=2012-01-01&end=2018-04-01
146, AS6389, nausgabaxley, 2015-09-01, 2017-09-01, https://viz.measurementlab.net/location/nausgabaxley?aggr=month&isps=AS6389&start=2014-09-01&end=2017-09-01
146, AS6539, nacabc, 2017-07-01, 2019-04-01, https://viz.measurementlab.net/location/nacabc?aggr=month&isps=AS6539&start=2016-07-01&end=2019-04-01
146, AS7029, nausncmountpleasant, 2012-08-01, 2017-08-01, https://viz.measurementlab.net/location/nausncmountpleasant?aggr=month&isps=AS7029&start=2011-08-01&end=2017-08-01
146, AS7385, nausmnsaintpaul, 2012-02-01, 2015-02-01, https://viz.measurementlab.net/location/nausmnsaintpaul?aggr=month&isps=AS7385&start=2011-02-01&end=2015-02-01
146, AS8100, eu, 2016-01-01, 2018-01-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS8100&start=2015-01-01&end=2018-01-01
146, AS9757, askr, 2013-04-01, 2015-09-01, https://viz.measurementlab.net/location/askr?aggr=month&isps=AS9757&start=2012-04-01&end=2015-09-01
147, AS10774x, nausscsalem, 2012-09-01, 2018-03-01, https://viz.measurementlab.net/location/nausscsalem?aggr=month&isps=AS10774x&start=2011-09-01&end=2018-03-01
147, AS10796x, nausmefortfairfield, 2013-01-01, 2018-02-01, https://viz.measurementlab.net/location/nausmefortfairfield?aggr=month&isps=AS10796x&start=2012-01-01&end=2018-02-01
147, AS11486x, nausnjhazlet, 2011-12-01, 2014-09-01, https://viz.measurementlab.net/location/nausnjhazlet?aggr=month&isps=AS11486x&start=2010-12-01&end=2014-09-01
147, AS11486x, nausnjriverside, 2017-02-01, 2019-04-01, https://viz.measurementlab.net/location/nausnjriverside?aggr=month&isps=AS11486x&start=2016-02-01&end=2019-04-01
147, AS11486x, naustxcollegestation, 2012-04-01, 2016-03-01, https://viz.measurementlab.net/location/naustxcollegestation?aggr=month&isps=AS11486x&start=2011-04-01&end=2016-03-01
147, AS11491, naus, 2016-06-01, 2018-10-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS11491&start=2015-06-01&end=2018-10-01
147, AS13367x, naustnwaverly, 2016-08-01, 2018-10-01, https://viz.measurementlab.net/location/naustnwaverly?aggr=month&isps=AS13367x&start=2015-08-01&end=2018-10-01
147, AS174, naustxbrownsville, 2013-03-01, 2018-03-01, https://viz.measurementlab.net/location/naustxbrownsville?aggr=month&isps=AS174&start=2012-03-01&end=2018-03-01
147, AS20161, nacaab, 2012-06-01, 2016-04-01, https://viz.measurementlab.net/location/nacaab?aggr=month&isps=AS20161&start=2011-06-01&end=2016-04-01
147, AS237, nausmiholland, 2017-07-01, 2019-01-01, https://viz.measurementlab.net/location/nausmiholland?aggr=month&isps=AS237&start=2016-07-01&end=2019-01-01
147, AS26127x, nausmstishomingo, 2012-09-01, 2018-10-01, https://viz.measurementlab.net/location/nausmstishomingo?aggr=month&isps=AS26127x&start=2011-09-01&end=2018-10-01
147, AS2860, eupt17lousada, 2011-07-01, 2013-03-01, https://viz.measurementlab.net/location/eupt17lousada?aggr=month&isps=AS2860&start=2010-07-01&end=2013-03-01
147, AS32156, nacaon, 2011-09-01, 2013-04-01, https://viz.measurementlab.net/location/nacaon?aggr=month&isps=AS32156&start=2010-09-01&end=2013-04-01
147, AS3243, eupt14cascais, 2014-05-01, 2017-08-01, https://viz.measurementlab.net/location/eupt14cascais?aggr=month&isps=AS3243&start=2013-05-01&end=2017-08-01
147, AS33765, aftz23daressalaam, 2012-03-01, 2016-04-01, https://viz.measurementlab.net/location/aftz23daressalaam?aggr=month&isps=AS33765&start=2011-03-01&end=2016-04-01
147, AS44487, euua, 2014-05-01, 2018-05-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS44487&start=2013-05-01&end=2018-05-01
147, AS5550, eu, 2013-07-01, 2015-06-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS5550&start=2012-07-01&end=2015-06-01
147, AS56463, eu, 2013-03-01, 2018-10-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS56463&start=2012-03-01&end=2018-10-01
147, AS57093, eu, 2015-08-01, 2017-02-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS57093&start=2014-08-01&end=2017-02-01
147, AS600, nausohsteubenville, 2017-06-01, 2019-04-01, https://viz.measurementlab.net/location/nausohsteubenville?aggr=month&isps=AS600&start=2016-06-01&end=2019-04-01
147, AS6389, nauskyowensboro, 2013-02-01, 2016-05-01, https://viz.measurementlab.net/location/nauskyowensboro?aggr=month&isps=AS6389&start=2012-02-01&end=2016-05-01
147, AS6453, na, 2011-11-01, 2017-02-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS6453&start=2010-11-01&end=2017-02-01
147, AS8560, eu, 2011-09-01, 2015-05-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS8560&start=2010-09-01&end=2015-05-01
147, AS9121, eutr32, 2012-12-01, 2017-04-01, https://viz.measurementlab.net/location/eutr32?aggr=month&isps=AS9121&start=2011-12-01&end=2017-04-01
147, AS9617, asjp43, 2011-07-01, 2017-07-01, https://viz.measurementlab.net/location/asjp43?aggr=month&isps=AS9617&start=2010-07-01&end=2017-07-01
148, AS10774x, naustxamarillo, 2012-04-01, 2015-01-01, https://viz.measurementlab.net/location/naustxamarillo?aggr=month&isps=AS10774x&start=2011-04-01&end=2015-01-01
148, AS109, naus, 2012-12-01, 2015-03-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS109&start=2011-12-01&end=2015-03-01
148, AS11260, nacanslawrencetown, 2016-09-01, 2018-09-01, https://viz.measurementlab.net/location/nacanslawrencetown?aggr=month&isps=AS11260&start=2015-09-01&end=2018-09-01
148, AS11398x, nausvakeswick, 2012-08-01, 2017-08-01, https://viz.measurementlab.net/location/nausvakeswick?aggr=month&isps=AS11398x&start=2011-08-01&end=2017-08-01
148, AS11486x, nauspafleetwood, 2013-01-01, 2018-12-01, https://viz.measurementlab.net/location/nauspafleetwood?aggr=month&isps=AS11486x&start=2012-01-01&end=2018-12-01
148, AS12908, eutr34istanbul, 2014-10-01, 2016-12-01, https://viz.measurementlab.net/location/eutr34istanbul?aggr=month&isps=AS12908&start=2013-10-01&end=2016-12-01
148, AS13367x, nausohnewmiddletown, 2016-01-01, 2019-02-01, https://viz.measurementlab.net/location/nausohnewmiddletown?aggr=month&isps=AS13367x&start=2015-01-01&end=2019-02-01
148, AS15772, eu, 2015-01-01, 2017-05-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS15772&start=2014-01-01&end=2017-05-01
148, AS17807, ocau, 2014-06-01, 2018-02-01, https://viz.measurementlab.net/location/ocau?aggr=month&isps=AS17807&start=2013-06-01&end=2018-02-01
148, AS19179, naus, 2014-08-01, 2017-03-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS19179&start=2013-08-01&end=2017-03-01
148, AS196777, euua, 2012-03-01, 2016-05-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS196777&start=2011-03-01&end=2016-05-01
148, AS20115, nauswikiel, 2016-12-01, 2019-01-01, https://viz.measurementlab.net/location/nauswikiel?aggr=month&isps=AS20115&start=2015-12-01&end=2019-01-01
148, AS22363, euie, 2016-02-01, 2019-02-01, https://viz.measurementlab.net/location/euie?aggr=month&isps=AS22363&start=2015-02-01&end=2019-02-01
148, AS2518, asjp31, 2017-04-01, 2019-04-01, https://viz.measurementlab.net/location/asjp31?aggr=month&isps=AS2518&start=2016-04-01&end=2019-04-01
148, AS26127x, nausnmshiprock, 2016-10-01, 2018-08-01, https://viz.measurementlab.net/location/nausnmshiprock?aggr=month&isps=AS26127x&start=2015-10-01&end=2018-08-01
148, AS262730, sa, 2015-10-01, 2018-02-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS262730&start=2014-10-01&end=2018-02-01
148, AS262730, sabr, 2015-10-01, 2018-03-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS262730&start=2014-10-01&end=2018-03-01
148, AS26760, na, 2012-02-01, 2015-08-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS26760&start=2011-02-01&end=2015-08-01
148, AS27446, nausncasheville, 2013-02-01, 2015-10-01, https://viz.measurementlab.net/location/nausncasheville?aggr=month&isps=AS27446&start=2012-02-01&end=2015-10-01
148, AS27569, naus, 2014-02-01, 2017-03-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS27569&start=2013-02-01&end=2017-03-01
148, AS28234, sabr, 2013-03-01, 2018-04-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS28234&start=2012-03-01&end=2018-04-01
148, AS28255, sabr, 2015-12-01, 2018-01-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS28255&start=2014-12-01&end=2018-01-01
148, AS29252, eude, 2016-11-01, 2018-03-01, https://viz.measurementlab.net/location/eude?aggr=month&isps=AS29252&start=2015-11-01&end=2018-03-01
148, AS30383, naus, 2014-08-01, 2016-12-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS30383&start=2013-08-01&end=2016-12-01
148, AS32156, na, 2011-07-01, 2013-02-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS32156&start=2010-07-01&end=2013-02-01
148, AS3221, euee, 2013-02-01, 2015-07-01, https://viz.measurementlab.net/location/euee?aggr=month&isps=AS3221&start=2012-02-01&end=2015-07-01
148, AS32570, na, 2017-02-01, 2019-03-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS32570&start=2016-02-01&end=2019-03-01
148, AS35662, eugb, 2013-04-01, 2016-06-01, https://viz.measurementlab.net/location/eugb?aggr=month&isps=AS35662&start=2012-04-01&end=2016-06-01
148, AS35985, nausga, 2011-06-01, 2014-03-01, https://viz.measurementlab.net/location/nausga?aggr=month&isps=AS35985&start=2010-06-01&end=2014-03-01
148, AS37014, afbw, 2011-10-01, 2015-01-01, https://viz.measurementlab.net/location/afbw?aggr=month&isps=AS37014&start=2010-10-01&end=2015-01-01
148, AS394533, naus, 2017-06-01, 2019-04-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS394533&start=2016-06-01&end=2019-04-01
148, AS41575, euru, 2013-04-01, 2018-10-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS41575&start=2012-04-01&end=2018-10-01
148, AS46290, naus, 2015-03-01, 2018-05-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS46290&start=2014-03-01&end=2018-05-01
148, AS51375, asbh, 2016-08-01, 2017-12-01, https://viz.measurementlab.net/location/asbh?aggr=month&isps=AS51375&start=2015-08-01&end=2017-12-01
148, AS52251, sa, 2015-02-01, 2016-10-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS52251&start=2014-02-01&end=2016-10-01
148, AS54614, nacaonniagarafalls, 2016-04-01, 2018-01-01, https://viz.measurementlab.net/location/nacaonniagarafalls?aggr=month&isps=AS54614&start=2015-04-01&end=2018-01-01
148, AS56592, eu, 2014-05-01, 2016-12-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS56592&start=2013-05-01&end=2016-12-01
148, AS56667, euru, 2016-05-01, 2019-02-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS56667&start=2015-05-01&end=2019-02-01
148, AS577, nacaonwaterford, 2014-08-01, 2018-11-01, https://viz.measurementlab.net/location/nacaonwaterford?aggr=month&isps=AS577&start=2013-08-01&end=2018-11-01
148, AS600, nausohgranville, 2013-09-01, 2018-06-01, https://viz.measurementlab.net/location/nausohgranville?aggr=month&isps=AS600&start=2012-09-01&end=2018-06-01
148, AS60286, askz, 2015-07-01, 2017-12-01, https://viz.measurementlab.net/location/askz?aggr=month&isps=AS60286&start=2014-07-01&end=2017-12-01
148, AS603, naca, 2015-11-01, 2018-05-01, https://viz.measurementlab.net/location/naca?aggr=month&isps=AS603&start=2014-11-01&end=2018-05-01
148, AS6263, naus, 2011-07-01, 2014-10-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS6263&start=2010-07-01&end=2014-10-01
148, AS62969, nacabc, 2013-04-01, 2016-11-01, https://viz.measurementlab.net/location/nacabc?aggr=month&isps=AS62969&start=2012-04-01&end=2016-11-01
148, AS6389, nausalopelika, 2012-09-01, 2019-04-01, https://viz.measurementlab.net/location/nausalopelika?aggr=month&isps=AS6389&start=2011-09-01&end=2019-04-01
148, AS6389, nausflwestpalmbeach, 2013-12-01, 2017-02-01, https://viz.measurementlab.net/location/nausflwestpalmbeach?aggr=month&isps=AS6389&start=2012-12-01&end=2017-02-01
148, AS6389, nauskymadisonville, 2013-07-01, 2017-10-01, https://viz.measurementlab.net/location/nauskymadisonville?aggr=month&isps=AS6389&start=2012-07-01&end=2017-10-01
148, AS6983, nauswi, 2013-07-01, 2018-05-01, https://viz.measurementlab.net/location/nauswi?aggr=month&isps=AS6983&start=2012-07-01&end=2018-05-01
149, AS10271, naus, 2013-12-01, 2019-01-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS10271&start=2012-12-01&end=2019-01-01
149, AS10774x, naussccharleston, 2011-07-01, 2014-10-01, https://viz.measurementlab.net/location/naussccharleston?aggr=month&isps=AS10774x&start=2010-07-01&end=2014-10-01
149, AS1101, eu, 2011-09-01, 2013-06-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS1101&start=2010-09-01&end=2013-06-01
149, AS11486x, nausmaauburn, 2016-01-01, 2019-03-01, https://viz.measurementlab.net/location/nausmaauburn?aggr=month&isps=AS11486x&start=2015-01-01&end=2019-03-01
149, AS13645, nausflmiami, 2016-09-01, 2019-03-01, https://viz.measurementlab.net/location/nausflmiami?aggr=month&isps=AS13645&start=2015-09-01&end=2019-03-01
149, AS14366, nacaonhagersville, 2012-03-01, 2017-07-01, https://viz.measurementlab.net/location/nacaonhagersville?aggr=month&isps=AS14366&start=2011-03-01&end=2017-07-01
149, AS14954, nauswa, 2017-08-01, 2019-04-01, https://viz.measurementlab.net/location/nauswa?aggr=month&isps=AS14954&start=2016-08-01&end=2019-04-01
149, AS15003, nauswa, 2014-03-01, 2016-03-01, https://viz.measurementlab.net/location/nauswa?aggr=month&isps=AS15003&start=2013-03-01&end=2016-03-01
149, AS196638, euua, 2015-06-01, 2018-01-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS196638&start=2014-06-01&end=2018-01-01
149, AS196824, euua, 2014-05-01, 2019-04-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS196824&start=2013-05-01&end=2019-04-01
149, AS20115, nauscaoceano, 2015-08-01, 2019-04-01, https://viz.measurementlab.net/location/nauscaoceano?aggr=month&isps=AS20115&start=2014-08-01&end=2019-04-01
149, AS21615, nausidkellogg, 2015-06-01, 2018-07-01, https://viz.measurementlab.net/location/nausidkellogg?aggr=month&isps=AS21615&start=2014-06-01&end=2018-07-01
149, AS26211, na, 2018-03-01, 2019-04-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS26211&start=2017-03-01&end=2019-04-01
149, AS262359, sabr, 2016-05-01, 2018-05-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS262359&start=2015-05-01&end=2018-05-01
149, AS32885, naus, 2017-09-01, 2019-04-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS32885&start=2016-09-01&end=2019-04-01
149, AS394417, naus, 2016-06-01, 2017-10-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS394417&start=2015-06-01&end=2017-10-01
149, AS40244, nausnylatham, 2012-05-01, 2015-05-01, https://viz.measurementlab.net/location/nausnylatham?aggr=month&isps=AS40244&start=2011-05-01&end=2015-05-01
149, AS47331, eutr53rize, 2015-12-01, 2017-07-01, https://viz.measurementlab.net/location/eutr53rize?aggr=month&isps=AS47331&start=2014-12-01&end=2017-07-01
149, AS48034, eu, 2014-03-01, 2018-02-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS48034&start=2013-03-01&end=2018-02-01
149, AS51428, euru, 2017-02-01, 2019-03-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS51428&start=2016-02-01&end=2019-03-01
149, AS51624, eu, 2014-02-01, 2019-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS51624&start=2013-02-01&end=2019-04-01
149, AS52951, sabr, 2016-12-01, 2018-02-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS52951&start=2015-12-01&end=2018-02-01
149, AS577, nacaqclabaie, 2012-08-01, 2013-11-01, https://viz.measurementlab.net/location/nacaqclabaie?aggr=month&isps=AS577&start=2011-08-01&end=2013-11-01
149, AS812, nacaonnobleton, 2016-09-01, 2018-07-01, https://viz.measurementlab.net/location/nacaonnobleton?aggr=month&isps=AS812&start=2015-09-01&end=2018-07-01
149, AS855, nacansnorthsydney, 2016-10-01, 2018-08-01, https://viz.measurementlab.net/location/nacansnorthsydney?aggr=month&isps=AS855&start=2015-10-01&end=2018-08-01
149, AS9121, eutr32, 2012-05-01, 2015-06-01, https://viz.measurementlab.net/location/eutr32?aggr=month&isps=AS9121&start=2011-05-01&end=2015-06-01
150, AS10010, asjp40tokyo, 2016-05-01, 2017-08-01, https://viz.measurementlab.net/location/asjp40tokyo?aggr=month&isps=AS10010&start=2015-05-01&end=2017-08-01
150, AS10774x, nauscaencinitas, 2012-11-01, 2015-06-01, https://viz.measurementlab.net/location/nauscaencinitas?aggr=month&isps=AS10774x&start=2011-11-01&end=2015-06-01
150, AS10774x, nauswa, 2014-04-01, 2017-07-01, https://viz.measurementlab.net/location/nauswa?aggr=month&isps=AS10774x&start=2013-04-01&end=2017-07-01
150, AS10774x, nauswisheboygan, 2012-05-01, 2016-02-01, https://viz.measurementlab.net/location/nauswisheboygan?aggr=month&isps=AS10774x&start=2011-05-01&end=2016-02-01
150, AS11486x, nauspawyoming, 2015-08-01, 2017-07-01, https://viz.measurementlab.net/location/nauspawyoming?aggr=month&isps=AS11486x&start=2014-08-01&end=2017-07-01
150, AS12978, eutr20denizli, 2013-11-01, 2015-11-01, https://viz.measurementlab.net/location/eutr20denizli?aggr=month&isps=AS12978&start=2012-11-01&end=2015-11-01
150, AS16717, nausmooronogo, 2016-10-01, 2019-04-01, https://viz.measurementlab.net/location/nausmooronogo?aggr=month&isps=AS16717&start=2015-10-01&end=2019-04-01
150, AS19119, na, 2013-12-01, 2018-02-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS19119&start=2012-12-01&end=2018-02-01
150, AS22968, na, 2011-08-01, 2013-04-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS22968&start=2010-08-01&end=2013-04-01
150, AS2514, asjp29, 2016-05-01, 2018-11-01, https://viz.measurementlab.net/location/asjp29?aggr=month&isps=AS2514&start=2015-05-01&end=2018-11-01
150, AS25653, nausnj, 2012-04-01, 2014-09-01, https://viz.measurementlab.net/location/nausnj?aggr=month&isps=AS25653&start=2011-04-01&end=2014-09-01
150, AS26127x, nausinlafayette, 2013-12-01, 2016-02-01, https://viz.measurementlab.net/location/nausinlafayette?aggr=month&isps=AS26127x&start=2012-12-01&end=2016-02-01
150, AS26127x, nausmimountpleasant, 2016-05-01, 2018-06-01, https://viz.measurementlab.net/location/nausmimountpleasant?aggr=month&isps=AS26127x&start=2015-05-01&end=2018-06-01
150, AS26253, naus, 2011-06-01, 2013-06-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS26253&start=2010-06-01&end=2013-06-01
150, AS262854, sa, 2014-08-01, 2018-01-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS262854&start=2013-08-01&end=2018-01-01
150, AS30036, nausgaadel, 2016-10-01, 2019-04-01, https://viz.measurementlab.net/location/nausgaadel?aggr=month&isps=AS30036&start=2015-10-01&end=2019-04-01
150, AS3292, euno14nærbø, 2015-02-01, 2016-10-01, https://viz.measurementlab.net/location/euno14nærbø?aggr=month&isps=AS3292&start=2014-02-01&end=2016-10-01
150, AS35226, euie, 2013-09-01, 2015-03-01, https://viz.measurementlab.net/location/euie?aggr=month&isps=AS35226&start=2012-09-01&end=2015-03-01
150, AS35566, askz, 2014-04-01, 2016-01-01, https://viz.measurementlab.net/location/askz?aggr=month&isps=AS35566&start=2013-04-01&end=2016-01-01
150, AS38, na, 2012-06-01, 2014-10-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS38&start=2011-06-01&end=2014-10-01
150, AS38133, as, 2016-03-01, 2019-03-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS38133&start=2015-03-01&end=2019-03-01
150, AS40396, nausflastor, 2015-12-01, 2018-02-01, https://viz.measurementlab.net/location/nausflastor?aggr=month&isps=AS40396&start=2014-12-01&end=2018-02-01
150, AS41516, euru, 2016-09-01, 2019-03-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS41516&start=2015-09-01&end=2019-03-01
150, AS4181, nausmisanford, 2017-03-01, 2018-12-01, https://viz.measurementlab.net/location/nausmisanford?aggr=month&isps=AS4181&start=2016-03-01&end=2018-12-01
150, AS46626, naca, 2016-08-01, 2018-03-01, https://viz.measurementlab.net/location/naca?aggr=month&isps=AS46626&start=2015-08-01&end=2018-03-01
